poi_id,city_id,name,category_id,poi_category,lat,lng,typical_duration_minutes,entry_cost,currency,carbon_kg,popularity_score,value_score,opens_at,closes_at,closed_days,best_season,accessibility,tags,description,has_xr_scene,status,updated_at
poi_9ffc7df5,cty_f288c6a0,Hot Springs,cat_7073a53a,wellness,11.980784,79.856849,90,2500.00,INR,2.328,79,78,,17:00,,winter,none,"family_friendly,unesco,sunset,crowded","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the carved lintel on the north courtyard is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_bb9e4ca5,cty_f288c6a0,Cooking Class at Old Town,cat_260a51dc,food,11.852624,79.783704,60,2500.00,INR,2.936,47,60,10:00,17:00,6,winter,step_free,"sunrise,ticketed,local_favourite,crowded","Locals treat it as a park as much as a monument, which is worth knowing before you arrive expecting silence.",0,active,2026-08-18T10:00:00+05:30
poi_7a6df998,cty_f288c6a0,Pondicherry Lake,cat_87a6232b,nature,11.951072,79.784523,75,200.00,INR,2.289,65,86,09:00,21:00,0,,none,"sunset,local_favourite,guided_tour,sunrise",Busiest between ten and one. Come at opening or an hour before closing and it is a different place entirely.,0,active,2026-08-18T10:00:00+05:30
poi_140f82f9,cty_f288c6a0,Ayurveda Centre,cat_7073a53a,wellness,11.872681,79.832339,120,100.00,INR,1.74,95,29,08:00,19:00,1,winter,none,"indoor,local_favourite,photogenic,family_friendly","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_9f8da737,cty_f288c6a0,Hot Springs,cat_829c3404,wellness,11.858021,79.858102,120,0.00,INR,0.743,35,40,08:00,17:00,,winter,none,"photogenic,quiet,guided_tour,unesco","The lattice screen is the reason most people come, but the riverside steps behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_5f6dfb06,cty_f288c6a0,Blue Pottery Workshop,cat_f2c80643,shopping,11.908889,79.744515,180,0.00,INR,0.575,50,68,06:00,,,winter,partial,"sunrise,guided_tour,indoor,unesco",Busiest between ten and one. Come at opening or an hour before closing and it is a different place entirely.,0,active,2026-08-18T10:00:00+05:30
poi_2ddbef11,cty_f288c6a0,Tea Estate Trail,cat_dbd7c6e8,nature,11.887193,79.784639,75,1200.00,INR,0.914,58,79,09:00,18:00,0,winter,partial,"outdoor,quiet,indoor,local_favourite",Busiest between ten and one. Come at opening or an hour before closing and it is a different place entirely.,0,active,2026-08-18T10:00:00+05:30
poi_4490728b,cty_f288c6a0,Night Food Bazaar,cat_34ac5ade,food,11.851191,79.814086,240,50.00,INR,0.128,65,56,06:00,17:00,6,winter,none,"quiet,outdoor,sunrise,indoor","Locals treat it as a park as much as a monument, which is worth knowing before you arrive expecting silence.",0,active,2026-08-18T10:00:00+05:30
poi_64a35db3,cty_f288c6a0,North Beach,cat_857ee77a,beach,11.940167,79.815701,240,1200.00,INR,3.032,70,55,09:00,17:00,,winter,partial,"ticketed,outdoor,family_friendly,unesco","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_d68e7f7a,cty_f288c6a0,Quiet Bay,cat_857ee77a,beach,11.880505,79.814176,180,750.00,INR,0.419,85,37,10:00,,,winter,partial,"quiet,local_favourite,outdoor,photogenic","Restored in the 1990s with mixed results — the inner sanctum approach is authentic, the lattice screen is not.",0,active,2026-08-18T10:00:00+05:30
poi_d1bcb16e,cty_7f673457,Riverside Ghats,cat_63e0475b,religious,10.807081,79.15554,240,0.00,INR,3.172,27,56,,21:00,,winter,none,"unesco,quiet,crowded,indoor","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the fresco panel on the north courtyard is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_ec6f466f,cty_7f673457,Riverside Lounge,cat_ae5149e1,nightlife,10.741173,79.142489,240,200.00,INR,3.482,68,98,08:00,21:00,,,step_free,"family_friendly,sunrise,quiet,outdoor","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the step-well geometry on the upper gallery is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_1095ead0,cty_7f673457,Thanjavur Viewpoint,cat_0bdaba79,viewpoint,10.796753,79.068733,180,0.00,INR,2.029,96,30,,19:00,,winter,partial,"family_friendly,quiet,outdoor,sunrise","Restored in the 1990s with mixed results — the riverside steps is authentic, the carved lintel is not.",0,active,2026-08-18T10:00:00+05:30
poi_882527c5,cty_7f673457,Antique Lane,cat_70320c9b,shopping,10.772704,79.207077,45,0.00,INR,0.196,39,65,10:00,21:00,,winter,step_free,"ticketed,indoor,local_favourite,sunset","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_b6b1ef8b,cty_7f673457,Antique Lane,cat_70320c9b,shopping,10.753527,79.131272,60,0.00,INR,1.069,43,66,06:00,21:00,,winter,partial,"indoor,sunrise,local_favourite,ticketed",Busiest between ten and one. Come at opening or an hour before closing and it is a different place entirely.,0,active,2026-08-18T10:00:00+05:30
poi_e435c16e,cty_7f673457,Hot Springs,cat_7073a53a,wellness,10.81896,79.157054,90,350.00,INR,1.431,83,69,06:00,,,,partial,"outdoor,sunrise,unesco,quiet","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_dde08770,cty_7f673457,Riverside Lounge,cat_3ecd28b3,nightlife,10.793467,79.104529,180,500.00,INR,0.748,30,43,08:00,,1,,step_free,"family_friendly,photogenic,ticketed,quiet","Locals treat it as a park as much as a monument, which is worth knowing before you arrive expecting silence.",0,active,2026-08-18T10:00:00+05:30
poi_fca6aef8,cty_7f673457,Puppet Museum,cat_648738e2,museum,10.77488,79.177867,150,0.00,INR,3.045,69,77,,18:00,1,winter,partial,"sunrise,family_friendly,guided_tour,outdoor","The mirror work is the reason most people come, but the riverside steps behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_d87edd8a,cty_7f673457,Riverside Lounge,cat_ae5149e1,nightlife,10.837446,79.188143,75,500.00,INR,0.854,78,53,06:00,17:00,0,winter,none,"photogenic,quiet,guided_tour,ticketed",Busiest between ten and one. Come at opening or an hour before closing and it is a different place entirely.,0,active,2026-08-18T10:00:00+05:30
poi_6e8951e7,cty_7f673457,Textile Museum,cat_a6c4c438,museum,10.753714,79.119054,45,0.00,INR,3.342,79,57,09:00,17:00,,,step_free,"ticketed,guided_tour,local_favourite,photogenic","The inscription is the reason most people come, but the colonnade behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_0fa49039,cty_7f673457,Hot Springs,cat_829c3404,wellness,10.715061,79.180741,45,750.00,INR,1.81,43,57,08:00,18:00,,winter,partial,"photogenic,sunset,local_favourite,family_friendly","Restored in the 1990s with mixed results — the colonnade is authentic, the tile mosaic is not.",0,active,2026-08-18T10:00:00+05:30
poi_f5f4cb80,cty_7f673457,Hilltop Shrine,cat_7e99ea32,religious,10.734498,79.181638,75,350.00,INR,3.359,90,51,,19:00,,,none,"sunrise,outdoor,photogenic,unesco","The lattice screen is the reason most people come, but the upper gallery behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_90420dc8,cty_7f673457,Hot Springs,cat_7073a53a,wellness,10.80388,79.166583,45,500.00,INR,2.365,90,59,06:00,17:00,,winter,none,"indoor,sunrise,crowded,unesco","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the lattice screen on the upper gallery is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_fc2fe936,cty_7f673457,Hilltop Shrine,cat_63e0475b,religious,10.824152,79.193221,75,350.00,INR,2.804,47,75,09:00,21:00,,winter,step_free,"ticketed,sunrise,guided_tour,quiet","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the carved lintel on the north courtyard is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_8ea44859,cty_7f673457,Hot Springs,cat_829c3404,wellness,10.842785,79.179558,45,2500.00,INR,0.952,59,55,,19:00,1,winter,step_free,"local_favourite,crowded,quiet,photogenic","The fresco panel is the reason most people come, but the north courtyard behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_5bfdc682,cty_8b6b1652,Kochi Lake,cat_87a6232b,nature,9.86499,76.198182,180,500.00,INR,1.892,16,90,10:00,17:00,0,winter,partial,"photogenic,outdoor,quiet,crowded",Busiest between ten and one. Come at opening or an hour before closing and it is a different place entirely.,0,active,2026-08-18T10:00:00+05:30
poi_77bff953,cty_8b6b1652,Night Food Bazaar,cat_260a51dc,food,9.97408,76.286014,90,50.00,INR,2.733,67,57,10:00,,0,winter,step_free,"local_favourite,indoor,outdoor,crowded","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the fresco panel on the colonnade is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_ee4e06ed,cty_8b6b1652,Kochi Street Food Lane,cat_34ac5ade,food,9.989631,76.224938,240,0.00,INR,1.867,94,73,10:00,21:00,,winter,step_free,"unesco,crowded,outdoor,photogenic","Restored in the 1990s with mixed results — the rear terrace is authentic, the mirror work is not.",0,active,2026-08-18T10:00:00+05:30
poi_9f3533a8,cty_8b6b1652,Puppet Museum,cat_a6c4c438,museum,9.968458,76.328854,90,500.00,INR,2,26,79,08:00,18:00,,winter,none,"sunset,quiet,indoor,photogenic","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_f2cb7eae,cty_8b6b1652,Puppet Museum,cat_648738e2,museum,9.888673,76.281982,120,200.00,INR,2.813,83,43,06:00,,,winter,partial,"unesco,outdoor,photogenic,indoor","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the inscription on the inner sanctum approach is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_9daf754e,cty_8b6b1652,Night Food Bazaar,cat_34ac5ade,food,10.001464,76.291787,75,2500.00,INR,1.936,68,37,08:00,21:00,1,winter,step_free,"unesco,guided_tour,crowded,sunrise",Busiest between ten and one. Come at opening or an hour before closing and it is a different place entirely.,0,active,2026-08-18T10:00:00+05:30
poi_45d26bf8,cty_8b6b1652,Tea Estate Trail,cat_87a6232b,nature,9.915628,76.327746,150,2500.00,INR,2.355,78,67,08:00,21:00,1,winter,partial,"sunset,indoor,guided_tour,unesco","The carved lintel is the reason most people come, but the rear terrace behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_fc3e3e6b,cty_8b6b1652,Quiet Bay,cat_db94a794,beach,9.975836,76.22588,240,0.00,INR,0.81,62,98,06:00,18:00,,winter,partial,"indoor,unesco,local_favourite,outdoor","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the step-well geometry on the north courtyard is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_4df9bc6d,cty_8b6b1652,Cooking Class at Old Town,cat_260a51dc,food,9.921586,76.229209,240,0.00,INR,1.021,40,36,10:00,17:00,,winter,none,"photogenic,unesco,sunrise,guided_tour",Busiest between ten and one. Come at opening or an hour before closing and it is a different place entirely.,0,active,2026-08-18T10:00:00+05:30
poi_5d8f9902,cty_8b6b1652,Fishermen's Cove,cat_857ee77a,beach,9.994559,76.290576,60,50.00,INR,1.429,55,80,,17:00,,,step_free,"crowded,unesco,ticketed,outdoor","Restored in the 1990s with mixed results — the north courtyard is authentic, the tile mosaic is not.",0,active,2026-08-18T10:00:00+05:30
poi_9f8cf411,cty_8b6b1652,Blue Pottery Workshop,cat_f2c80643,shopping,9.902869,76.224572,150,0.00,INR,1.208,21,42,10:00,19:00,,winter,partial,"outdoor,quiet,local_favourite,crowded",Busiest between ten and one. Come at opening or an hour before closing and it is a different place entirely.,0,active,2026-08-18T10:00:00+05:30
poi_f180e07b,cty_8b6b1652,Tea Estate Trail,cat_87a6232b,nature,9.885606,76.32755,180,0.00,INR,2.961,37,71,08:00,18:00,1,winter,step_free,"local_favourite,ticketed,guided_tour,quiet",Busiest between ten and one. Come at opening or an hour before closing and it is a different place entirely.,0,active,2026-08-18T10:00:00+05:30
poi_49b7b32e,cty_8b6b1652,Kayaking at Kochi,cat_12271927,adventure,9.860772,76.27201,75,350.00,INR,2.294,41,41,06:00,17:00,6,winter,partial,"photogenic,guided_tour,unesco,indoor","Locals treat it as a park as much as a monument, which is worth knowing before you arrive expecting silence.",0,active,2026-08-18T10:00:00+05:30
poi_ac50e745,cty_8b6b1652,Blue Pottery Workshop,cat_70320c9b,shopping,9.914804,76.245477,120,0.00,INR,1.683,55,67,06:00,,,winter,none,"unesco,quiet,local_favourite,sunset","Restored in the 1990s with mixed results — the colonnade is authentic, the tile mosaic is not.",0,active,2026-08-18T10:00:00+05:30
poi_73ee7f50,cty_8b6b1652,"St Mary's Church, Kochi",cat_63e0475b,religious,9.970972,76.296469,180,50.00,INR,0.725,88,43,10:00,19:00,,winter,step_free,"quiet,family_friendly,unesco,outdoor","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the lattice screen on the north courtyard is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_f0480ca4,cty_34bbfdfe,Tea Estate Trail,cat_fda74089,nature,9.448374,76.276174,180,500.00,INR,0.144,77,98,06:00,,,winter,partial,"quiet,crowded,indoor,local_favourite","The step-well geometry is the reason most people come, but the riverside steps behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_e0c06ade,cty_34bbfdfe,Alleppey Lake,cat_8f5457b4,nature,9.548522,76.403236,150,750.00,INR,3.094,38,17,10:00,18:00,,winter,partial,"sunset,quiet,sunrise,ticketed","Locals treat it as a park as much as a monument, which is worth knowing before you arrive expecting silence.",0,active,2026-08-18T10:00:00+05:30
poi_fb2bcabe,cty_34bbfdfe,Sunset Point,cat_fda74089,nature,9.532601,76.278784,60,750.00,INR,2.195,39,25,08:00,19:00,,winter,partial,"ticketed,sunrise,guided_tour,indoor","The inscription is the reason most people come, but the rear terrace behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_d668af53,cty_34bbfdfe,Cycling Loop,cat_12271927,adventure,9.561126,76.282274,120,0.00,INR,2.687,30,62,09:00,21:00,,winter,step_free,"family_friendly,local_favourite,quiet,indoor","The inscription is the reason most people come, but the riverside steps behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_7266e8b1,cty_34bbfdfe,Watchtower Terrace,cat_a6c4c438,viewpoint,9.481743,76.409488,75,200.00,INR,3.03,45,73,06:00,17:00,0,,none,"sunrise,indoor,photogenic,outdoor","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the lattice screen on the colonnade is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_5b490311,cty_34bbfdfe,Alleppey Bazaar,cat_f2c80643,shopping,9.561782,76.302093,150,50.00,INR,3.116,45,56,09:00,19:00,,,partial,"family_friendly,local_favourite,sunrise,photogenic",Busiest between ten and one. Come at opening or an hour before closing and it is a different place entirely.,0,active,2026-08-18T10:00:00+05:30
poi_c860207e,cty_34bbfdfe,Alleppey Viewpoint,cat_12271927,viewpoint,9.517496,76.316429,120,200.00,INR,0.959,75,55,,17:00,0,winter,none,"sunrise,unesco,quiet,ticketed","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the mirror work on the north courtyard is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_48807df0,cty_34bbfdfe,Alleppey Stepwell,cat_fce0bd94,heritage,9.506313,76.305782,150,2500.00,INR,1.878,85,100,10:00,18:00,,winter,none,"local_favourite,guided_tour,sunset,sunrise",Busiest between ten and one. Come at opening or an hour before closing and it is a different place entirely.,0,active,2026-08-18T10:00:00+05:30
poi_a666cab4,cty_34bbfdfe,Alleppey Bazaar,cat_8c7f3fd2,shopping,9.428142,76.291679,45,500.00,INR,0.315,79,65,08:00,19:00,,winter,step_free,"quiet,outdoor,local_favourite,indoor","The brass door is the reason most people come, but the upper gallery behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_a34a401d,cty_34bbfdfe,Sunset Point,cat_87a6232b,nature,9.53997,76.352364,150,0.00,INR,2.395,31,100,09:00,17:00,0,winter,none,"ticketed,guided_tour,indoor,quiet","Locals treat it as a park as much as a monument, which is worth knowing before you arrive expecting silence.",0,active,2026-08-18T10:00:00+05:30
poi_ddafcd82,cty_34bbfdfe,Hilltop Shrine,cat_63e0475b,religious,9.431187,76.309884,150,200.00,INR,3.418,33,52,10:00,21:00,0,,none,"sunset,local_favourite,photogenic,sunrise",Busiest between ten and one. Come at opening or an hour before closing and it is a different place entirely.,0,active,2026-08-18T10:00:00+05:30
poi_b87834c8,cty_34bbfdfe,Alleppey Bazaar,cat_f2c80643,shopping,9.445137,76.353646,75,1200.00,INR,1.696,36,87,08:00,17:00,,winter,partial,"unesco,family_friendly,photogenic,quiet","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the inscription on the riverside steps is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_6b9d7461,cty_34bbfdfe,Backwater Channel,cat_8f5457b4,nature,9.462895,76.335752,180,50.00,INR,3.226,61,75,06:00,,,winter,none,"crowded,outdoor,unesco,photogenic","The lattice screen is the reason most people come, but the riverside steps behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_ebc96348,cty_34bbfdfe,Zipline Point,cat_0bdaba79,adventure,9.43774,76.380158,150,0.00,INR,0.534,44,50,10:00,,,,partial,"indoor,guided_tour,outdoor,unesco","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_ef77702c,cty_34bbfdfe,Alleppey Bazaar,cat_8c7f3fd2,shopping,9.528798,76.380151,60,50.00,INR,1.618,27,34,09:00,17:00,,,step_free,"crowded,local_favourite,sunrise,sunset","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the tile mosaic on the colonnade is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_a03d90a4,cty_d401ef6b,Quiet Bay,cat_db94a794,beach,10.130181,77.127819,150,1200.00,INR,2.585,41,57,08:00,19:00,0,winter,none,"quiet,sunrise,ticketed,sunset","The step-well geometry is the reason most people come, but the inner sanctum approach behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_39331eca,cty_d401ef6b,Quiet Bay,cat_db94a794,beach,10.153375,77.004556,60,1200.00,INR,0.841,50,17,09:00,19:00,1,winter,partial,"indoor,ticketed,unesco,photogenic","Locals treat it as a park as much as a monument, which is worth knowing before you arrive expecting silence.",0,active,2026-08-18T10:00:00+05:30
poi_8d8ccc5b,cty_d401ef6b,Backwater Channel,cat_fda74089,nature,10.063333,77.118404,45,0.00,INR,2.456,64,51,10:00,19:00,6,winter,partial,"ticketed,quiet,outdoor,guided_tour",Busiest between ten and one. Come at opening or an hour before closing and it is a different place entirely.,0,active,2026-08-18T10:00:00+05:30
poi_1c1c550c,cty_d401ef6b,Fishermen's Cove,cat_db94a794,beach,10.096229,77.031408,45,2500.00,INR,3.033,51,58,09:00,,1,,step_free,"family_friendly,photogenic,unesco,ticketed","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_dd78baa6,cty_d401ef6b,Watchtower Terrace,cat_a01f3db5,viewpoint,10.055127,76.990728,120,0.00,INR,0.658,45,41,06:00,19:00,,,step_free,"sunrise,unesco,local_favourite,photogenic","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the mirror work on the colonnade is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_c9a12a62,cty_d401ef6b,Hot Springs,cat_7073a53a,wellness,10.070674,77.051265,150,750.00,INR,3.122,51,68,06:00,17:00,,winter,partial,"outdoor,indoor,photogenic,family_friendly","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_6f608f35,cty_d401ef6b,Rock Garden,cat_dbd7c6e8,nature,10.151924,77.079746,45,0.00,INR,0.865,57,74,10:00,18:00,,winter,step_free,"family_friendly,unesco,photogenic,crowded","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the fresco panel on the rear terrace is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_c8da2549,cty_d401ef6b,Hot Springs,cat_7073a53a,wellness,10.142488,77.096903,180,0.00,INR,1.241,69,57,06:00,19:00,,winter,none,"sunrise,local_favourite,quiet,photogenic","Locals treat it as a park as much as a monument, which is worth knowing before you arrive expecting silence.",0,active,2026-08-18T10:00:00+05:30
poi_eb938fe9,cty_d401ef6b,Lighthouse Beach,cat_857ee77a,beach,10.0655,77.039546,90,0.00,INR,1.042,49,40,,21:00,1,winter,none,"indoor,sunrise,ticketed,crowded","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_d8cb0fe2,cty_d401ef6b,Quiet Bay,cat_db94a794,beach,10.139022,77.118782,150,50.00,INR,1.764,54,84,09:00,21:00,,winter,step_free,"guided_tour,sunset,local_favourite,outdoor","The mirror work is the reason most people come, but the upper gallery behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_9c0a82f7,cty_d401ef6b,Paragliding Launch,cat_0bdaba79,adventure,10.146843,77.002523,240,1200.00,INR,1.125,58,52,06:00,21:00,1,winter,partial,"ticketed,outdoor,photogenic,family_friendly","The brass door is the reason most people come, but the riverside steps behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_d85873d4,cty_d401ef6b,Ridge Lookout,cat_70320c9b,viewpoint,10.140678,77.018766,45,350.00,INR,3.256,60,39,10:00,18:00,0,winter,none,"outdoor,unesco,sunset,sunrise","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the fresco panel on the inner sanctum approach is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_ee9f14ca,cty_d401ef6b,Crocodile Park,cat_db384ce5,wildlife,10.126906,77.095395,75,0.00,INR,2.493,64,76,10:00,17:00,,winter,partial,"local_favourite,sunset,sunrise,family_friendly","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_7e4b1bf1,cty_d401ef6b,Handloom Cooperative,cat_f2c80643,shopping,10.073503,77.022019,240,50.00,INR,1.668,53,77,08:00,21:00,,winter,step_free,"indoor,photogenic,crowded,sunset","The carved lintel is the reason most people come, but the riverside steps behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_a1220965,cty_d401ef6b,Sunset Point,cat_87a6232b,nature,10.145216,76.987911,90,2500.00,INR,0.158,34,50,10:00,18:00,1,winter,step_free,"sunset,guided_tour,outdoor,indoor","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_63594b52,cty_67ee7f6f,Water Palace,cat_c03ee00a,heritage,8.560973,76.886615,120,0.00,INR,3.29,46,48,06:00,19:00,6,,none,"guided_tour,family_friendly,ticketed,sunrise","Restored in the 1990s with mixed results — the north courtyard is authentic, the fresco panel is not.",0,active,2026-08-18T10:00:00+05:30
poi_a6ab1a68,cty_67ee7f6f,Quiet Bay,cat_857ee77a,beach,8.536479,76.999731,180,750.00,INR,0.489,62,77,09:00,19:00,6,winter,none,"photogenic,indoor,sunrise,unesco","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the mirror work on the upper gallery is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_87e0c24e,cty_67ee7f6f,Thiruvananthapuram Street Food Lane,cat_260a51dc,food,8.584158,76.932876,150,350.00,INR,2.469,77,65,09:00,18:00,,winter,none,"sunrise,indoor,outdoor,crowded","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_0f53485c,cty_67ee7f6f,Textile Museum,cat_648738e2,museum,8.50618,76.916405,150,0.00,INR,0.108,65,92,,21:00,,winter,step_free,"ticketed,sunrise,indoor,crowded","Built in stages between the fourteenth and eighteenth centuries, it repays a slow visit; the lattice screen on the north courtyard is easy to miss from the main path.",0,active,2026-08-18T10:00:00+05:30
poi_a1100754,cty_67ee7f6f,Ridge Lookout,cat_7073a53a,viewpoint,8.519885,77.001216,75,50.00,INR,3.375,76,64,08:00,18:00,,winter,none,"sunset,local_favourite,ticketed,photogenic","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_bcc733aa,cty_67ee7f6f,North Beach,cat_857ee77a,beach,8.56793,76.999162,240,0.00,INR,1.35,98,88,09:00,21:00,0,winter,partial,"ticketed,guided_tour,photogenic,outdoor","The brass door is the reason most people come, but the inner sanctum approach behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_2f03bafe,cty_67ee7f6f,Yoga Shala,cat_829c3404,wellness,8.573261,76.990231,120,100.00,INR,0.369,70,66,10:00,18:00,,winter,none,"photogenic,crowded,sunset,guided_tour","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_2fc8a8df,cty_67ee7f6f,Yoga Shala,cat_7073a53a,wellness,8.587739,76.89306,180,100.00,INR,3.312,79,74,06:00,21:00,1,,step_free,"ticketed,family_friendly,local_favourite,unesco","Restored in the 1990s with mixed results — the riverside steps is authentic, the carved lintel is not.",0,active,2026-08-18T10:00:00+05:30
poi_1dc221bb,cty_67ee7f6f,Thiruvananthapuram Observatory,cat_54243992,heritage,8.484093,76.873538,120,100.00,INR,0.145,30,84,10:00,17:00,,winter,partial,"indoor,sunset,family_friendly,outdoor","Locals treat it as a park as much as a monument, which is worth knowing before you arrive expecting silence.",0,active,2026-08-18T10:00:00+05:30
poi_7061ac7c,cty_67ee7f6f,Rooftop Live Music,cat_3ecd28b3,nightlife,8.551311,76.956345,150,200.00,INR,0.335,89,59,10:00,21:00,1,winter,partial,"family_friendly,sunset,photogenic,indoor","The inscription is the reason most people come, but the upper gallery behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_7584624c,cty_67ee7f6f,Hot Springs,cat_7073a53a,wellness,8.52766,76.977312,150,0.00,INR,1.363,99,58,10:00,19:00,,winter,none,"local_favourite,family_friendly,indoor,outdoor","Restored in the 1990s with mixed results — the north courtyard is authentic, the mirror work is not.",0,active,2026-08-18T10:00:00+05:30
poi_986efb66,cty_67ee7f6f,Handloom Cooperative,cat_8c7f3fd2,shopping,8.521332,76.945372,60,350.00,INR,1.926,37,82,,18:00,,winter,none,"ticketed,crowded,sunset,sunrise","The fresco panel is the reason most people come, but the rear terrace behind it is quieter and arguably better.",0,active,2026-08-18T10:00:00+05:30
poi_95bca120,cty_67ee7f6f,"Jazz Cellar, Thiruvananthapuram",cat_ae5149e1,nightlife,8.515438,76.972424,180,100.00,INR,2.388,63,62,06:00,17:00,0,winter,none,"photogenic,family_friendly,ticketed,unesco","Small enough to see in an hour, dense enough to reward two. Signage is uneven, so a guide helps.",0,active,2026-08-18T10:00:00+05:30
poi_481e5628,cty_67ee7f6f,Cooking Class at Old Town,cat_34ac5ade,food,8.589315,76.991843,120,350.00,INR,2.38,51,67,10:00,19:00,6,winter,step_free,"quiet,unesco,sunset,family_friendly","Restored in the 1990s with mixed results — the upper gallery is authentic, the mirror work is not.",1,active,2026-08-18T10:00:00+05:30
