fact_id,poi_id,fact_type,fact_text,language,confidence,display_priority,embedding_ref,updated_at
fct_583eee3e,poi_886b5e19,architecture,"The tile mosaic at Chhatri Complex is the detail most guides point out, and the only part not restored.",en-IN,medium,4,emb_fact_886b5e19,2026-08-18T10:00:00+05:30
fct_8222e390,poi_5a3495e1,trivia,"Kayaking at Bhuj appears on the city's earliest surviving tourist map, misspelled.",en-IN,high,3,emb_fact_5a3495e1,2026-08-18T10:00:00+05:30
fct_a14cc65b,poi_a7c6fce8,etiquette,Footwear is removed before entering the inner area of Hot Springs; socks are advisable in summer.,en-IN,high,1,emb_fact_a7c6fce8,2026-08-18T10:00:00+05:30
fct_a9814a9f,poi_29945418,trivia,"Cycling Loop appears on the city's earliest surviving tourist map, misspelled.",en-IN,high,1,emb_fact_29945418,2026-08-18T10:00:00+05:30
fct_d0f30589,poi_9cf7145d,history,Night Food Bazaar was substantially rebuilt in the 17th century; the earlier structure survives only in the foundations.,en-IN,high,2,emb_fact_9cf7145d,2026-08-18T10:00:00+05:30
fct_d7f3df23,poi_c3285efc,trivia,"Butterfly Reserve appears on the city's earliest surviving tourist map, misspelled.",en-IN,high,2,emb_fact_c3285efc,2026-08-18T10:00:00+05:30
fct_ba7b7f49,poi_a00d6c5b,etiquette,Footwear is removed before entering the inner area of Elephant Camp; socks are advisable in summer.,en-IN,high,3,emb_fact_a00d6c5b,2026-08-18T10:00:00+05:30
fct_e27c28aa,poi_ff4e53c7,history,Coffee Roastery Tour was substantially rebuilt in the 17th century; the earlier structure survives only in the foundations.,en-IN,high,5,emb_fact_ff4e53c7,2026-08-18T10:00:00+05:30
fct_cc17244f,poi_6a0f0d6b,etiquette,Footwear is removed before entering the inner area of Ridge Lookout; socks are advisable in summer.,en-IN,medium,5,emb_fact_6a0f0d6b,2026-08-18T10:00:00+05:30
fct_2b21b3b1,poi_90858ce4,history,Water Palace was substantially rebuilt in the 19th century; the earlier structure survives only in the foundations.,en-IN,high,2,emb_fact_90858ce4,2026-08-18T10:00:00+05:30
fct_ef479bfc,poi_048bc3b8,practical,Allow 75 minutes at Great Mosque of Bhuj. It is busiest between 10:00 and 13:00.,en-IN,high,4,emb_fact_048bc3b8,2026-08-18T10:00:00+05:30
fct_79d71925,poi_9c194b8c,trivia,"Bhuj Fort appears on the city's earliest surviving tourist map, misspelled.",en-IN,high,4,emb_fact_9c194b8c,2026-08-18T10:00:00+05:30
fct_a447c471,poi_651c469a,etiquette,Footwear is removed before entering the inner area of Bhuj Street Food Lane; socks are advisable in summer.,en-IN,high,4,emb_fact_651c469a,2026-08-18T10:00:00+05:30
fct_627e015c,poi_e7c57ffd,history,Paragliding Launch was substantially rebuilt in the 18th century; the earlier structure survives only in the foundations.,en-IN,high,5,emb_fact_e7c57ffd,2026-08-18T10:00:00+05:30
fct_b7af0808,poi_855d488a,etiquette,Footwear is removed before entering the inner area of Great Mosque of Bhuj; socks are advisable in summer.,en-IN,low,3,emb_fact_855d488a,2026-08-18T10:00:00+05:30
fct_83fdb730,poi_78cfd33b,architecture,"The step-well geometry at Spice Market Walk is the detail most guides point out, and the only part not restored.",en-IN,high,4,emb_fact_78cfd33b,2026-08-18T10:00:00+05:30
fct_6419edab,poi_e4f4e3ee,history,City Walls Walk was substantially rebuilt in the 17th century; the earlier structure survives only in the foundations.,en-IN,low,4,emb_fact_e4f4e3ee,2026-08-18T10:00:00+05:30
fct_be17c8e7,poi_e98d21dd,trivia,"Elephant Camp appears on the city's earliest surviving tourist map, misspelled.",en-IN,high,1,emb_fact_e98d21dd,2026-08-18T10:00:00+05:30
fct_3ba8b8ef,poi_96764ccb,practical,Allow 120 minutes at Ayurveda Centre. It is busiest between 10:00 and 13:00.,en-IN,high,4,emb_fact_96764ccb,2026-08-18T10:00:00+05:30
fct_e50216ea,poi_2bbb64cc,history,Cooking Class at Old Town was substantially rebuilt in the 17th century; the earlier structure survives only in the foundations.,en-IN,high,2,emb_fact_2bbb64cc,2026-08-18T10:00:00+05:30
fct_c46f4cd8,poi_ee7caee8,history,Spice Market Walk was substantially rebuilt in the 17th century; the earlier structure survives only in the foundations.,en-IN,high,4,emb_fact_ee7caee8,2026-08-18T10:00:00+05:30
fct_3c012263,poi_28daaace,architecture,"The carved lintel at Night Food Bazaar is the detail most guides point out, and the only part not restored.",en-IN,low,2,emb_fact_28daaace,2026-08-18T10:00:00+05:30
fct_0961e331,poi_654d876f,history,Cycling Loop was substantially rebuilt in the 18th century; the earlier structure survives only in the foundations.,en-IN,medium,2,emb_fact_654d876f,2026-08-18T10:00:00+05:30
fct_f255aff6,poi_8c65234d,architecture,"The lattice screen at Riverside Lounge is the detail most guides point out, and the only part not restored.",en-IN,high,3,emb_fact_8c65234d,2026-08-18T10:00:00+05:30
fct_3070151b,poi_36905b4d,history,Maritime Museum was substantially rebuilt in the 19th century; the earlier structure survives only in the foundations.,en-IN,high,4,emb_fact_36905b4d,2026-08-18T10:00:00+05:30
fct_4f694052,poi_aa397bd7,history,"Jazz Cellar, Panaji was substantially rebuilt in the 19th century; the earlier structure survives only in the foundations.",en-IN,high,3,emb_fact_aa397bd7,2026-08-18T10:00:00+05:30
fct_3e7ed174,poi_cf73dddb,trivia,"Hilltop Shrine appears on the city's earliest surviving tourist map, misspelled.",en-IN,high,3,emb_fact_cf73dddb,2026-08-18T10:00:00+05:30
fct_414b3261,poi_f79642d1,architecture,"The inscription at Rock Climbing Wall is the detail most guides point out, and the only part not restored.",en-IN,high,5,emb_fact_f79642d1,2026-08-18T10:00:00+05:30
fct_90a2293a,poi_5afd21b6,practical,Allow 60 minutes at Panaji City Museum. It is busiest between 10:00 and 13:00.,en-IN,high,2,emb_fact_5afd21b6,2026-08-18T10:00:00+05:30
fct_f2a95ba0,poi_9bd455da,history,Yoga Shala was substantially rebuilt in the 16th century; the earlier structure survives only in the foundations.,en-IN,high,5,emb_fact_9bd455da,2026-08-18T10:00:00+05:30
fct_248b4a5d,poi_97a3672d,etiquette,Footwear is removed before entering the inner area of Bengaluru Bazaar; socks are advisable in summer.,en-IN,low,5,emb_fact_97a3672d,2026-08-18T10:00:00+05:30
fct_22841a79,poi_31a91abe,etiquette,Footwear is removed before entering the inner area of Tea Estate Trail; socks are advisable in summer.,en-IN,medium,3,emb_fact_31a91abe,2026-08-18T10:00:00+05:30
fct_a87c83e0,poi_aef75f2a,trivia,"Rooftop Live Music appears on the city's earliest surviving tourist map, misspelled.",en-IN,high,4,emb_fact_aef75f2a,2026-08-18T10:00:00+05:30
fct_d6417a94,poi_a2cbcb8a,trivia,"Cycling Loop appears on the city's earliest surviving tourist map, misspelled.",en-IN,high,2,emb_fact_a2cbcb8a,2026-08-18T10:00:00+05:30
fct_ce6a4b2c,poi_c07155aa,etiquette,Footwear is removed before entering the inner area of Bengaluru Bird Sanctuary; socks are advisable in summer.,en-IN,high,3,emb_fact_c07155aa,2026-08-18T10:00:00+05:30
fct_e1bb5533,poi_41d6dac1,etiquette,"Footwear is removed before entering the inner area of Jazz Cellar, Bengaluru; socks are advisable in summer.",en-IN,high,5,emb_fact_41d6dac1,2026-08-18T10:00:00+05:30
fct_22c47175,poi_6f0e4bb1,etiquette,Footwear is removed before entering the inner area of Bengaluru Viewpoint; socks are advisable in summer.,en-IN,high,1,emb_fact_6f0e4bb1,2026-08-18T10:00:00+05:30
fct_9a5f9ab7,poi_e70a02d6,etiquette,"Footwear is removed before entering the inner area of Gallery of Modern Art, Bengaluru; socks are advisable in summer.",en-IN,high,2,emb_fact_e70a02d6,2026-08-18T10:00:00+05:30
fct_bb91dbc0,poi_3bab74a1,trivia,"Lighthouse Beach appears on the city's earliest surviving tourist map, misspelled.",en-IN,high,2,emb_fact_3bab74a1,2026-08-18T10:00:00+05:30
fct_c9473816,poi_65bb95f4,history,Riverside Lounge was substantially rebuilt in the 17th century; the earlier structure survives only in the foundations.,en-IN,high,1,emb_fact_65bb95f4,2026-08-18T10:00:00+05:30
fct_de2155c3,poi_e5aee907,architecture,"The carved lintel at Ridge Lookout is the detail most guides point out, and the only part not restored.",en-IN,high,1,emb_fact_e5aee907,2026-08-18T10:00:00+05:30
fct_2969bdc0,poi_11738258,etiquette,Footwear is removed before entering the inner area of Bengaluru Lake; socks are advisable in summer.,en-IN,high,1,emb_fact_11738258,2026-08-18T10:00:00+05:30
fct_d8188d68,poi_c409f08b,etiquette,Footwear is removed before entering the inner area of Butterfly Reserve; socks are advisable in summer.,en-IN,medium,5,emb_fact_c409f08b,2026-08-18T10:00:00+05:30
fct_70935bcb,poi_5a548df2,history,Antique Lane was substantially rebuilt in the 19th century; the earlier structure survives only in the foundations.,en-IN,medium,3,emb_fact_5a548df2,2026-08-18T10:00:00+05:30
fct_6af6eada,poi_30fe338a,history,Quiet Bay was substantially rebuilt in the 18th century; the earlier structure survives only in the foundations.,en-IN,high,5,emb_fact_30fe338a,2026-08-18T10:00:00+05:30
fct_37768d5b,poi_8df3456f,history,Crocodile Park was substantially rebuilt in the 19th century; the earlier structure survives only in the foundations.,en-IN,medium,3,emb_fact_8df3456f,2026-08-18T10:00:00+05:30
fct_c97ef2b8,poi_55ce6c84,trivia,"Chhatri Complex appears on the city's earliest surviving tourist map, misspelled.",en-IN,high,1,emb_fact_55ce6c84,2026-08-18T10:00:00+05:30
fct_55db5ab0,poi_9a0ae1b1,history,Yoga Shala was substantially rebuilt in the 16th century; the earlier structure survives only in the foundations.,en-IN,high,5,emb_fact_9a0ae1b1,2026-08-18T10:00:00+05:30
fct_86ebd331,poi_c66c8fbc,history,Sunset Point was substantially rebuilt in the 16th century; the earlier structure survives only in the foundations.,en-IN,medium,3,emb_fact_c66c8fbc,2026-08-18T10:00:00+05:30
fct_b8865121,poi_666004ed,etiquette,Footwear is removed before entering the inner area of Rock Climbing Wall; socks are advisable in summer.,en-IN,medium,1,emb_fact_666004ed,2026-08-18T10:00:00+05:30
fct_1f8141a0,poi_b95f08bb,architecture,"The brass door at Mysuru Stepwell is the detail most guides point out, and the only part not restored.",en-IN,high,2,emb_fact_b95f08bb,2026-08-18T10:00:00+05:30
fct_daa01273,poi_231377ba,history,Rock Garden was substantially rebuilt in the 16th century; the earlier structure survives only in the foundations.,en-IN,high,3,emb_fact_231377ba,2026-08-18T10:00:00+05:30
fct_c8524010,poi_3ca459f1,architecture,"The lattice screen at Fishermen's Cove is the detail most guides point out, and the only part not restored.",en-IN,high,5,emb_fact_3ca459f1,2026-08-18T10:00:00+05:30
fct_13fd2fcf,poi_9737e8e9,trivia,"Fishermen's Cove appears on the city's earliest surviving tourist map, misspelled.",en-IN,low,3,emb_fact_9737e8e9,2026-08-18T10:00:00+05:30
fct_10b831f6,poi_5c5a5450,architecture,"The fresco panel at Hot Springs is the detail most guides point out, and the only part not restored.",en-IN,low,5,emb_fact_5c5a5450,2026-08-18T10:00:00+05:30
fct_ae2f1c03,poi_57db80c0,history,Mysuru Lake was substantially rebuilt in the 19th century; the earlier structure survives only in the foundations.,en-IN,high,2,emb_fact_57db80c0,2026-08-18T10:00:00+05:30
fct_462650a4,poi_9a7e2384,trivia,"Hot Springs appears on the city's earliest surviving tourist map, misspelled.",en-IN,medium,1,emb_fact_9a7e2384,2026-08-18T10:00:00+05:30
fct_e948fef6,poi_c295f116,practical,Allow 75 minutes at Zipline Point. It is busiest between 10:00 and 13:00.,en-IN,high,3,emb_fact_c295f116,2026-08-18T10:00:00+05:30
fct_c7b43556,poi_44db3209,architecture,"The fresco panel at Mysuru Observatory is the detail most guides point out, and the only part not restored.",en-IN,low,2,emb_fact_44db3209,2026-08-18T10:00:00+05:30
fct_b1eed0e5,poi_8f578694,etiquette,Footwear is removed before entering the inner area of Mysuru Stepwell; socks are advisable in summer.,en-IN,high,4,emb_fact_8f578694,2026-08-18T10:00:00+05:30
fct_2fb29d7c,poi_aaf09068,etiquette,Footwear is removed before entering the inner area of Rooftop Live Music; socks are advisable in summer.,en-IN,medium,3,emb_fact_aaf09068,2026-08-18T10:00:00+05:30
fct_cdf40b1d,poi_fe46427e,architecture,"The fresco panel at Puppet Museum is the detail most guides point out, and the only part not restored.",en-IN,low,4,emb_fact_fe46427e,2026-08-18T10:00:00+05:30
fct_6cc0a75f,poi_d9d0c25c,history,Hampi Lake was substantially rebuilt in the 18th century; the earlier structure survives only in the foundations.,en-IN,medium,1,emb_fact_d9d0c25c,2026-08-18T10:00:00+05:30
fct_dbb27645,poi_e66efa5a,trivia,"Rooftop Live Music appears on the city's earliest surviving tourist map, misspelled.",en-IN,medium,1,emb_fact_e66efa5a,2026-08-18T10:00:00+05:30
fct_2b60168b,poi_78369b26,history,Fishermen's Cove was substantially rebuilt in the 17th century; the earlier structure survives only in the foundations.,en-IN,high,1,emb_fact_78369b26,2026-08-18T10:00:00+05:30
fct_21807bd0,poi_cca907ed,etiquette,Footwear is removed before entering the inner area of North Beach; socks are advisable in summer.,en-IN,medium,5,emb_fact_cca907ed,2026-08-18T10:00:00+05:30
fct_9a5b2351,poi_14a52384,architecture,"The carved lintel at Hampi Bazaar is the detail most guides point out, and the only part not restored.",en-IN,medium,3,emb_fact_14a52384,2026-08-18T10:00:00+05:30
fct_48b04f84,poi_650bd47a,history,Jain Temple Complex was substantially rebuilt in the 17th century; the earlier structure survives only in the foundations.,en-IN,high,2,emb_fact_650bd47a,2026-08-18T10:00:00+05:30
fct_331a5633,poi_0181afcd,architecture,"The lattice screen at Gallery of Modern Art, Hampi is the detail most guides point out, and the only part not restored.",en-IN,high,3,emb_fact_0181afcd,2026-08-18T10:00:00+05:30
fct_536f2e86,poi_ec746686,history,Hampi Stepwell was substantially rebuilt in the 17th century; the earlier structure survives only in the foundations.,en-IN,high,5,emb_fact_ec746686,2026-08-18T10:00:00+05:30
fct_b1c1647c,poi_6931cf3c,trivia,"Handloom Cooperative appears on the city's earliest surviving tourist map, misspelled.",en-IN,medium,4,emb_fact_6931cf3c,2026-08-18T10:00:00+05:30
fct_e4effdee,poi_bf53b848,trivia,"Hilltop Shrine appears on the city's earliest surviving tourist map, misspelled.",en-IN,medium,2,emb_fact_bf53b848,2026-08-18T10:00:00+05:30
fct_aea8765c,poi_faf99e79,trivia,"North Beach appears on the city's earliest surviving tourist map, misspelled.",en-IN,high,1,emb_fact_faf99e79,2026-08-18T10:00:00+05:30
fct_455ca815,poi_4354eb74,history,Backwater Channel was substantially rebuilt in the 19th century; the earlier structure survives only in the foundations.,en-IN,high,4,emb_fact_4354eb74,2026-08-18T10:00:00+05:30
fct_0e4d0e56,poi_b8364e1b,history,Chhatri Complex was substantially rebuilt in the 16th century; the earlier structure survives only in the foundations.,en-IN,high,4,emb_fact_b8364e1b,2026-08-18T10:00:00+05:30
fct_c992b990,poi_f08b4e0f,practical,Allow 90 minutes at Rooftop Live Music. It is busiest between 10:00 and 13:00.,en-IN,high,4,emb_fact_f08b4e0f,2026-08-18T10:00:00+05:30
fct_386f9e19,poi_465030ce,etiquette,Footwear is removed before entering the inner area of Backwater Channel; socks are advisable in summer.,en-IN,low,1,emb_fact_465030ce,2026-08-18T10:00:00+05:30
fct_ebffb025,poi_2da4d492,history,Gokarna Lake was substantially rebuilt in the 17th century; the earlier structure survives only in the foundations.,en-IN,low,5,emb_fact_2da4d492,2026-08-18T10:00:00+05:30
fct_e010a2f5,poi_82ff3dc4,practical,Allow 150 minutes at Watchtower Terrace. It is busiest between 10:00 and 13:00.,en-IN,high,5,emb_fact_82ff3dc4,2026-08-18T10:00:00+05:30
fct_dd47a35b,poi_f6421157,architecture,"The step-well geometry at Gokarna Viewpoint is the detail most guides point out, and the only part not restored.",en-IN,high,5,emb_fact_f6421157,2026-08-18T10:00:00+05:30
fct_bad3a558,poi_d10153d7,history,Hot Springs was substantially rebuilt in the 17th century; the earlier structure survives only in the foundations.,en-IN,high,3,emb_fact_d10153d7,2026-08-18T10:00:00+05:30
fct_8fd63332,poi_f9454648,practical,Allow 180 minutes at Ayurveda Centre. It is busiest between 10:00 and 13:00.,en-IN,medium,5,emb_fact_f9454648,2026-08-18T10:00:00+05:30
fct_4db0892d,poi_98ccdcef,trivia,"Kayaking at Gokarna appears on the city's earliest surviving tourist map, misspelled.",en-IN,high,2,emb_fact_98ccdcef,2026-08-18T10:00:00+05:30
fct_9ced53b5,poi_01e251e5,etiquette,Footwear is removed before entering the inner area of Hot Springs; socks are advisable in summer.,en-IN,medium,3,emb_fact_01e251e5,2026-08-18T10:00:00+05:30
fct_efba655d,poi_9418fe97,practical,Allow 60 minutes at Gokarna Bird Sanctuary. It is busiest between 10:00 and 13:00.,en-IN,low,4,emb_fact_9418fe97,2026-08-18T10:00:00+05:30
fct_cffd4985,poi_def88fc1,history,Ridge Lookout was substantially rebuilt in the 17th century; the earlier structure survives only in the foundations.,en-IN,medium,2,emb_fact_def88fc1,2026-08-18T10:00:00+05:30
fct_81ad9d45,poi_9f4c8d7a,etiquette,Footwear is removed before entering the inner area of Textile Museum; socks are advisable in summer.,en-IN,high,3,emb_fact_9f4c8d7a,2026-08-18T10:00:00+05:30
fct_e52bd895,poi_73a4c36d,architecture,"The inscription at Yoga Shala is the detail most guides point out, and the only part not restored.",en-IN,high,3,emb_fact_73a4c36d,2026-08-18T10:00:00+05:30
fct_e2fc0467,poi_7b530fba,trivia,"Hot Air Balloon Field appears on the city's earliest surviving tourist map, misspelled.",en-IN,high,5,emb_fact_7b530fba,2026-08-18T10:00:00+05:30
fct_1f6da18c,poi_3bc08018,history,Yoga Shala was substantially rebuilt in the 18th century; the earlier structure survives only in the foundations.,en-IN,high,2,emb_fact_3bc08018,2026-08-18T10:00:00+05:30
fct_173e8412,poi_66e3b067,history,"Gallery of Modern Art, Chennai was substantially rebuilt in the 16th century; the earlier structure survives only in the foundations.",en-IN,medium,5,emb_fact_66e3b067,2026-08-18T10:00:00+05:30
fct_3b1c051a,poi_52747f81,architecture,"The brass door at Royal Cenotaphs is the detail most guides point out, and the only part not restored.",en-IN,high,4,emb_fact_52747f81,2026-08-18T10:00:00+05:30
fct_086d91a3,poi_63cd6ccb,etiquette,Footwear is removed before entering the inner area of Ayurveda Centre; socks are advisable in summer.,en-IN,medium,1,emb_fact_63cd6ccb,2026-08-18T10:00:00+05:30
fct_66d6039b,poi_b919a3c1,architecture,"The inscription at Cycling Loop is the detail most guides point out, and the only part not restored.",en-IN,medium,1,emb_fact_b919a3c1,2026-08-18T10:00:00+05:30
fct_42d7161c,poi_987e5208,trivia,"Cliff Walk appears on the city's earliest surviving tourist map, misspelled.",en-IN,high,4,emb_fact_987e5208,2026-08-18T10:00:00+05:30
fct_9e877887,poi_ca7308ec,architecture,"The lattice screen at Cycling Loop is the detail most guides point out, and the only part not restored.",en-IN,high,1,emb_fact_ca7308ec,2026-08-18T10:00:00+05:30
fct_899144e3,poi_8778cdc9,etiquette,Footwear is removed before entering the inner area of North Beach; socks are advisable in summer.,en-IN,high,4,emb_fact_8778cdc9,2026-08-18T10:00:00+05:30
fct_580b3404,poi_9ecd8f5a,trivia,"Watchtower Terrace appears on the city's earliest surviving tourist map, misspelled.",en-IN,high,3,emb_fact_9ecd8f5a,2026-08-18T10:00:00+05:30
fct_cddcf7ac,poi_294cdf8b,practical,Allow 150 minutes at Ayurveda Centre. It is busiest between 10:00 and 13:00.,en-IN,medium,1,emb_fact_294cdf8b,2026-08-18T10:00:00+05:30
fct_09196f01,poi_30da8634,history,Chennai Fort was substantially rebuilt in the 19th century; the earlier structure survives only in the foundations.,en-IN,medium,2,emb_fact_30da8634,2026-08-18T10:00:00+05:30
fct_a00fe0f3,poi_98e87396,architecture,"The step-well geometry at Chennai Stepwell is the detail most guides point out, and the only part not restored.",en-IN,high,5,emb_fact_98e87396,2026-08-18T10:00:00+05:30
fct_8744f469,poi_ea362bca,practical,Allow 150 minutes at Chennai Lake. It is busiest between 10:00 and 13:00.,en-IN,high,1,emb_fact_ea362bca,2026-08-18T10:00:00+05:30
fct_ffb2516c,poi_9c64b1e6,etiquette,Footwear is removed before entering the inner area of Cliff Walk; socks are advisable in summer.,en-IN,high,1,emb_fact_9c64b1e6,2026-08-18T10:00:00+05:30
fct_a5ec50f7,poi_7b6f84f7,practical,Allow 180 minutes at Riverside Lounge. It is busiest between 10:00 and 13:00.,en-IN,high,5,emb_fact_7b6f84f7,2026-08-18T10:00:00+05:30
fct_375998c7,poi_838093bd,architecture,"The brass door at Yoga Shala is the detail most guides point out, and the only part not restored.",en-IN,low,3,emb_fact_838093bd,2026-08-18T10:00:00+05:30
fct_1377121f,poi_7487db98,trivia,"Rooftop Live Music appears on the city's earliest surviving tourist map, misspelled.",en-IN,high,5,emb_fact_7487db98,2026-08-18T10:00:00+05:30
fct_3a438104,poi_5aecab7a,practical,Allow 240 minutes at Maritime Museum. It is busiest between 10:00 and 13:00.,en-IN,medium,4,emb_fact_5aecab7a,2026-08-18T10:00:00+05:30
fct_7b2e8eab,poi_4eae57a0,history,Handloom Cooperative was substantially rebuilt in the 18th century; the earlier structure survives only in the foundations.,en-IN,high,5,emb_fact_4eae57a0,2026-08-18T10:00:00+05:30
fct_571bf90e,poi_dc06d66e,architecture,"The tile mosaic at Handloom Cooperative is the detail most guides point out, and the only part not restored.",en-IN,high,5,emb_fact_dc06d66e,2026-08-18T10:00:00+05:30
fct_da64cc9d,poi_bff432a9,practical,Allow 90 minutes at Hot Air Balloon Field. It is busiest between 10:00 and 13:00.,en-IN,high,4,emb_fact_bff432a9,2026-08-18T10:00:00+05:30
fct_232041ab,poi_5f60fb6e,practical,Allow 45 minutes at Madurai Viewpoint. It is busiest between 10:00 and 13:00.,en-IN,high,2,emb_fact_5f60fb6e,2026-08-18T10:00:00+05:30
fct_09f7d287,poi_3ce3c3f2,practical,Allow 180 minutes at Antique Lane. It is busiest between 10:00 and 13:00.,en-IN,high,3,emb_fact_3ce3c3f2,2026-08-18T10:00:00+05:30
fct_8dfad1a0,poi_b72516ce,architecture,"The lattice screen at Blue Pottery Workshop is the detail most guides point out, and the only part not restored.",en-IN,high,4,emb_fact_b72516ce,2026-08-18T10:00:00+05:30
fct_84a20617,poi_cc47d60b,trivia,"Handloom Cooperative appears on the city's earliest surviving tourist map, misspelled.",en-IN,medium,5,emb_fact_cc47d60b,2026-08-18T10:00:00+05:30
fct_afd9be80,poi_0c725142,etiquette,Footwear is removed before entering the inner area of Kayaking at Madurai; socks are advisable in summer.,en-IN,medium,3,emb_fact_0c725142,2026-08-18T10:00:00+05:30
fct_8ad2ce6b,poi_216c247f,history,Cycling Loop was substantially rebuilt in the 16th century; the earlier structure survives only in the foundations.,en-IN,medium,1,emb_fact_216c247f,2026-08-18T10:00:00+05:30
fct_d521a34b,poi_8c2e2ce7,etiquette,Footwear is removed before entering the inner area of Museum of Coins; socks are advisable in summer.,en-IN,high,1,emb_fact_8c2e2ce7,2026-08-18T10:00:00+05:30
fct_54c3b525,poi_ce24410a,practical,Allow 75 minutes at Paragliding Launch. It is busiest between 10:00 and 13:00.,en-IN,medium,2,emb_fact_ce24410a,2026-08-18T10:00:00+05:30
fct_3e1d1db5,poi_127d23a8,practical,Allow 240 minutes at Fishermen's Cove. It is busiest between 10:00 and 13:00.,en-IN,low,3,emb_fact_127d23a8,2026-08-18T10:00:00+05:30
fct_eb78b758,poi_710b6716,history,Ridge Lookout was substantially rebuilt in the 18th century; the earlier structure survives only in the foundations.,en-IN,high,4,emb_fact_710b6716,2026-08-18T10:00:00+05:30
fct_cf42bc49,poi_2b595469,trivia,"Maritime Museum appears on the city's earliest surviving tourist map, misspelled.",en-IN,high,5,emb_fact_2b595469,2026-08-18T10:00:00+05:30
fct_d4fff248,poi_101f364b,etiquette,Footwear is removed before entering the inner area of Night Food Bazaar; socks are advisable in summer.,en-IN,high,5,emb_fact_101f364b,2026-08-18T10:00:00+05:30
fct_740550a0,poi_aa78ea49,history,North Beach was substantially rebuilt in the 19th century; the earlier structure survives only in the foundations.,en-IN,medium,2,emb_fact_aa78ea49,2026-08-18T10:00:00+05:30
fct_5a6b6ae1,poi_c102d66f,trivia,"Lighthouse Beach appears on the city's earliest surviving tourist map, misspelled.",en-IN,medium,1,emb_fact_c102d66f,2026-08-18T10:00:00+05:30
fct_69afbbb9,poi_7dcd447d,practical,Allow 180 minutes at Yoga Shala. It is busiest between 10:00 and 13:00.,en-IN,medium,3,emb_fact_7dcd447d,2026-08-18T10:00:00+05:30
fct_978ab76c,poi_c00a070e,practical,Allow 45 minutes at Ridge Lookout. It is busiest between 10:00 and 13:00.,en-IN,high,1,emb_fact_c00a070e,2026-08-18T10:00:00+05:30
fct_0d111bad,poi_003678b5,history,Spice Market Walk was substantially rebuilt in the 17th century; the earlier structure survives only in the foundations.,en-IN,medium,1,emb_fact_003678b5,2026-08-18T10:00:00+05:30
fct_36926002,poi_28dc076c,history,Coffee Roastery Tour was substantially rebuilt in the 18th century; the earlier structure survives only in the foundations.,en-IN,high,4,emb_fact_28dc076c,2026-08-18T10:00:00+05:30
fct_3fb24db6,poi_a94aa23b,practical,Allow 120 minutes at Quiet Bay. It is busiest between 10:00 and 13:00.,en-IN,medium,2,emb_fact_a94aa23b,2026-08-18T10:00:00+05:30
fct_7d91796c,poi_0ca3ad9b,practical,"Allow 75 minutes at Jazz Cellar, Ooty. It is busiest between 10:00 and 13:00.",en-IN,high,2,emb_fact_0ca3ad9b,2026-08-18T10:00:00+05:30
fct_27e9d967,poi_4518419b,history,Quiet Bay was substantially rebuilt in the 19th century; the earlier structure survives only in the foundations.,en-IN,low,2,emb_fact_4518419b,2026-08-18T10:00:00+05:30
fct_26450b5f,poi_0e534643,history,Ridge Lookout was substantially rebuilt in the 18th century; the earlier structure survives only in the foundations.,en-IN,medium,4,emb_fact_0e534643,2026-08-18T10:00:00+05:30
fct_f9147f67,poi_3413f625,practical,Allow 60 minutes at Ridge Lookout. It is busiest between 10:00 and 13:00.,en-IN,low,4,emb_fact_3413f625,2026-08-18T10:00:00+05:30
fct_c2a2722b,poi_1b25272a,etiquette,Footwear is removed before entering the inner area of Cycling Loop; socks are advisable in summer.,en-IN,high,4,emb_fact_1b25272a,2026-08-18T10:00:00+05:30
fct_76b4c953,poi_856c354e,practical,Allow 60 minutes at North Beach. It is busiest between 10:00 and 13:00.,en-IN,high,2,emb_fact_856c354e,2026-08-18T10:00:00+05:30
fct_385697c7,poi_fac2a28d,history,Cliff Walk was substantially rebuilt in the 17th century; the earlier structure survives only in the foundations.,en-IN,high,2,emb_fact_fac2a28d,2026-08-18T10:00:00+05:30
fct_9a9a2b24,poi_4020e2ba,trivia,"Yoga Shala appears on the city's earliest surviving tourist map, misspelled.",en-IN,high,4,emb_fact_4020e2ba,2026-08-18T10:00:00+05:30
fct_660df728,poi_9380220d,practical,Allow 90 minutes at Riverside Lounge. It is busiest between 10:00 and 13:00.,en-IN,high,5,emb_fact_9380220d,2026-08-18T10:00:00+05:30
fct_df85de93,poi_a3563f3f,trivia,"Ridge Lookout appears on the city's earliest surviving tourist map, misspelled.",en-IN,medium,3,emb_fact_a3563f3f,2026-08-18T10:00:00+05:30
fct_7c9a1bd4,poi_93c2898a,etiquette,Footwear is removed before entering the inner area of Night Food Bazaar; socks are advisable in summer.,en-IN,high,4,emb_fact_93c2898a,2026-08-18T10:00:00+05:30
fct_5740abe2,poi_9ffc7df5,architecture,"The lattice screen at Hot Springs is the detail most guides point out, and the only part not restored.",en-IN,high,5,emb_fact_9ffc7df5,2026-08-18T10:00:00+05:30
fct_6301bd46,poi_bb9e4ca5,practical,Allow 60 minutes at Cooking Class at Old Town. It is busiest between 10:00 and 13:00.,en-IN,high,2,emb_fact_bb9e4ca5,2026-08-18T10:00:00+05:30
