chunk_id,city_id,poi_id,section,title,body,language,token_estimate,source_label,embedding_ref,seasonal_relevance,updated_at
kbc_eacbec44,cty_7b89639e,,safety,Dubai — Safety,"Dubai is generally comfortable for travellers, with the usual caveats. Crowded market areas attract pickpocketing, so keep bags in front. Lone travellers report fewer problems in the central and heritage districts than in the outer transport hubs late at night. During winter the greater risk is heat or rain rather than crime — plan accordingly and carry water.",en-IN,75,KV Place Guide / Dubai / safety,emb_place_eacbec44,,2026-08-18T10:00:00+05:30
kbc_40381eb0,cty_7b89639e,,seasonal,Dubai — Seasonal,"Season matters more in Dubai than most travellers expect. winter brings the conditions most people come for, and the corresponding crowds and prices. The shoulder weeks either side are noticeably cheaper, with weather that is usually still workable. The off season is not empty — several of the best festivals fall in it — but some outlying sites reduce their hours.",en-IN,79,KV Place Guide / Dubai / seasonal,emb_place_40381eb0,winter,2026-08-18T10:00:00+05:30
kbc_5c23580c,cty_7b89639e,,practical,Dubai — Practical,"Practical notes for Dubai: ATMs are common in the centre and sparse near the outlying sites, so carry some cash. Most mid-range hotels will hold luggage after checkout without charging. Mobile coverage is good in the city and patchy in the hills nearby. Sunday closures affect government museums more than private ones. Allow more time than the map suggests during festival weeks.",en-IN,80,KV Place Guide / Dubai / practical,emb_place_5c23580c,,2026-08-18T10:00:00+05:30
kbc_c705b651,cty_1ced6ede,,history,Abu Dhabi — History,"Abu Dhabi grew up around a caravan route, and the shape of the old town still follows it. The Chola period brought the walls and the gate names that survive on street signs today; the twentieth century brought the railway, which moved the commercial centre about two kilometres from where it had sat for four hundred years. Visitors who only see the modern centre often miss that the older quarter is walkable in an afternoon and considerably more interesting.",en-IN,102,KV Place Guide / Abu Dhabi / history,emb_place_c705b651,,2026-08-18T10:00:00+05:30
kbc_7fb82630,cty_1ced6ede,,culture,Abu Dhabi — Culture,"Daily rhythm in Abu Dhabi is worth understanding before you plan a day. Mornings start early — markets are busiest before nine — and the middle of the day slows noticeably, particularly in winter. Evenings are social: the a river crossing fills up after seven and stays busy until quite late. Music and performance are common in public spaces during festival months rather than year-round.",en-IN,84,KV Place Guide / Abu Dhabi / culture,emb_place_7fb82630,,2026-08-18T10:00:00+05:30
kbc_246edda5,cty_1ced6ede,,etiquette,Abu Dhabi — Etiquette,"A few things save awkwardness in Abu Dhabi. Remove footwear at religious sites, and carry socks if the stone is hot. Photography of people, especially at prayer, is best asked about first; a gesture toward the camera is usually enough. Bargaining is expected in the bazaars and not in shops with printed prices. Tipping is modest but appreciated — rounding up is normal, twenty per cent is not.",en-IN,88,KV Place Guide / Abu Dhabi / etiquette,emb_place_246edda5,,2026-08-18T10:00:00+05:30
kbc_a3e9b451,cty_1ced6ede,,food,Abu Dhabi — Food,"The local kitchen in Abu Dhabi is built around fish and tamarind, and it is worth eating where the turnover is high rather than where the menu is longest. Vegetarian food is easy to find; strict Jain preparation is available at a smaller number of places and usually needs asking for. Street food is safest mid-morning and early evening when it is freshly made. Tap water is not recommended; sealed bottles and filtered refills are widely available.",en-IN,100,KV Place Guide / Abu Dhabi / food,emb_place_a3e9b451,,2026-08-18T10:00:00+05:30
kbc_7c0a4e49,cty_1ced6ede,,transport,Abu Dhabi — Transport,"Getting around Abu Dhabi is straightforward if you pick the right mode for the distance. Auto-rickshaws work well under three kilometres and should be metered or agreed in advance. App-based cabs are reliable in the newer parts of the city and less so in the old lanes, where drivers will often ask you to walk the last stretch. Cycling is pleasant early; less so after nine.",en-IN,85,KV Place Guide / Abu Dhabi / transport,emb_place_7c0a4e49,,2026-08-18T10:00:00+05:30
kbc_3dbb4b2f,cty_1ced6ede,,safety,Abu Dhabi — Safety,"Abu Dhabi is generally comfortable for travellers, with the usual caveats. Crowded market areas attract pickpocketing, so keep bags in front. Lone travellers report fewer problems in the central and heritage districts than in the outer transport hubs late at night. During winter the greater risk is heat or rain rather than crime — plan accordingly and carry water.",en-IN,76,KV Place Guide / Abu Dhabi / safety,emb_place_3dbb4b2f,,2026-08-18T10:00:00+05:30
kbc_ed259a94,cty_1ced6ede,,seasonal,Abu Dhabi — Seasonal,"Season matters more in Abu Dhabi than most travellers expect. winter brings the conditions most people come for, and the corresponding crowds and prices. The shoulder weeks either side are noticeably cheaper, with weather that is usually still workable. The off season is not empty — several of the best festivals fall in it — but some outlying sites reduce their hours.",en-IN,80,KV Place Guide / Abu Dhabi / seasonal,emb_place_ed259a94,winter,2026-08-18T10:00:00+05:30
kbc_0b645364,cty_1ced6ede,,practical,Abu Dhabi — Practical,"Practical notes for Abu Dhabi: ATMs are common in the centre and sparse near the outlying sites, so carry some cash. Most mid-range hotels will hold luggage after checkout without charging. Mobile coverage is good in the city and patchy in the hills nearby. Sunday closures affect government museums more than private ones. Allow more time than the map suggests during festival weeks.",en-IN,81,KV Place Guide / Abu Dhabi / practical,emb_place_0b645364,,2026-08-18T10:00:00+05:30
kbc_8b595ba9,cty_6320eea9,,history,Doha — History,"Doha grew up around a rail junction, and the shape of the old town still follows it. The Rajput period brought the walls and the gate names that survive on street signs today; the twentieth century brought the railway, which moved the commercial centre about two kilometres from where it had sat for four hundred years. Visitors who only see the modern centre often miss that the older quarter is walkable in an afternoon and considerably more interesting.",en-IN,101,KV Place Guide / Doha / history,emb_place_8b595ba9,,2026-08-18T10:00:00+05:30
kbc_580955b1,cty_6320eea9,,culture,Doha — Culture,"Daily rhythm in Doha is worth understanding before you plan a day. Mornings start early — markets are busiest before nine — and the middle of the day slows noticeably, particularly in winter. Evenings are social: the a river crossing fills up after seven and stays busy until quite late. Music and performance are common in public spaces during festival months rather than year-round.",en-IN,83,KV Place Guide / Doha / culture,emb_place_580955b1,,2026-08-18T10:00:00+05:30
kbc_3b5147bf,cty_6320eea9,,etiquette,Doha — Etiquette,"A few things save awkwardness in Doha. Remove footwear at religious sites, and carry socks if the stone is hot. Photography of people, especially at prayer, is best asked about first; a gesture toward the camera is usually enough. Bargaining is expected in the bazaars and not in shops with printed prices. Tipping is modest but appreciated — rounding up is normal, twenty per cent is not.",en-IN,87,KV Place Guide / Doha / etiquette,emb_place_3b5147bf,,2026-08-18T10:00:00+05:30
kbc_56bf1b95,cty_6320eea9,,food,Doha — Food,"The local kitchen in Doha is built around wheat and dairy, and it is worth eating where the turnover is high rather than where the menu is longest. Vegetarian food is easy to find; strict Jain preparation is available at a smaller number of places and usually needs asking for. Street food is safest mid-morning and early evening when it is freshly made. Tap water is not recommended; sealed bottles and filtered refills are widely available.",en-IN,98,KV Place Guide / Doha / food,emb_place_56bf1b95,,2026-08-18T10:00:00+05:30
kbc_b48f86e2,cty_6320eea9,,transport,Doha — Transport,"Getting around Doha is straightforward if you pick the right mode for the distance. Auto-rickshaws work well under three kilometres and should be metered or agreed in advance. App-based cabs are reliable in the newer parts of the city and less so in the old lanes, where drivers will often ask you to walk the last stretch. Cycling is pleasant early; less so after nine.",en-IN,84,KV Place Guide / Doha / transport,emb_place_b48f86e2,,2026-08-18T10:00:00+05:30
kbc_a6e9acb9,cty_6320eea9,,safety,Doha — Safety,"Doha is generally comfortable for travellers, with the usual caveats. Crowded market areas attract pickpocketing, so keep bags in front. Lone travellers report fewer problems in the central and heritage districts than in the outer transport hubs late at night. During winter the greater risk is heat or rain rather than crime — plan accordingly and carry water.",en-IN,75,KV Place Guide / Doha / safety,emb_place_a6e9acb9,,2026-08-18T10:00:00+05:30
kbc_6e1d07fb,cty_6320eea9,,seasonal,Doha — Seasonal,"Season matters more in Doha than most travellers expect. winter brings the conditions most people come for, and the corresponding crowds and prices. The shoulder weeks either side are noticeably cheaper, with weather that is usually still workable. The off season is not empty — several of the best festivals fall in it — but some outlying sites reduce their hours.",en-IN,79,KV Place Guide / Doha / seasonal,emb_place_6e1d07fb,winter,2026-08-18T10:00:00+05:30
kbc_5bb1cd8e,cty_6320eea9,,practical,Doha — Practical,"Practical notes for Doha: ATMs are common in the centre and sparse near the outlying sites, so carry some cash. Most mid-range hotels will hold luggage after checkout without charging. Mobile coverage is good in the city and patchy in the hills nearby. Sunday closures affect government museums more than private ones. Allow more time than the map suggests during festival weeks.",en-IN,80,KV Place Guide / Doha / practical,emb_place_5bb1cd8e,,2026-08-18T10:00:00+05:30
kbc_1c6b25c4,cty_905fd8a1,,history,Singapore — History,"Singapore grew up around a royal hunting reserve, and the shape of the old town still follows it. The early modern period brought the walls and the gate names that survive on street signs today; the twentieth century brought the railway, which moved the commercial centre about two kilometres from where it had sat for four hundred years. Visitors who only see the modern centre often miss that the older quarter is walkable in an afternoon and considerably more interesting.",en-IN,104,KV Place Guide / Singapore / history,emb_place_1c6b25c4,,2026-08-18T10:00:00+05:30
kbc_62de7843,cty_905fd8a1,,culture,Singapore — Culture,"Daily rhythm in Singapore is worth understanding before you plan a day. Mornings start early — markets are busiest before nine — and the middle of the day slows noticeably, particularly in summer. Evenings are social: the a caravan route fills up after seven and stays busy until quite late. Music and performance are common in public spaces during festival months rather than year-round.",en-IN,83,KV Place Guide / Singapore / culture,emb_place_62de7843,,2026-08-18T10:00:00+05:30
kbc_084b9067,cty_905fd8a1,,etiquette,Singapore — Etiquette,"A few things save awkwardness in Singapore. Remove footwear at religious sites, and carry socks if the stone is hot. Photography of people, especially at prayer, is best asked about first; a gesture toward the camera is usually enough. Bargaining is expected in the bazaars and not in shops with printed prices. Tipping is modest but appreciated — rounding up is normal, twenty per cent is not.",en-IN,87,KV Place Guide / Singapore / etiquette,emb_place_084b9067,,2026-08-18T10:00:00+05:30
kbc_c674d659,cty_905fd8a1,,food,Singapore — Food,"The local kitchen in Singapore is built around lentils and ghee, and it is worth eating where the turnover is high rather than where the menu is longest. Vegetarian food is easy to find; strict Jain preparation is available at a smaller number of places and usually needs asking for. Street food is safest mid-morning and early evening when it is freshly made. Tap water is not recommended; sealed bottles and filtered refills are widely available.",en-IN,98,KV Place Guide / Singapore / food,emb_place_c674d659,,2026-08-18T10:00:00+05:30
kbc_f898be13,cty_905fd8a1,,transport,Singapore — Transport,"Getting around Singapore is straightforward if you pick the right mode for the distance. Auto-rickshaws work well under three kilometres and should be metered or agreed in advance. App-based cabs are reliable in the newer parts of the city and less so in the old lanes, where drivers will often ask you to walk the last stretch. Cycling is pleasant early; less so after nine.",en-IN,84,KV Place Guide / Singapore / transport,emb_place_f898be13,,2026-08-18T10:00:00+05:30
kbc_d6220791,cty_905fd8a1,,safety,Singapore — Safety,"Singapore is generally comfortable for travellers, with the usual caveats. Crowded market areas attract pickpocketing, so keep bags in front. Lone travellers report fewer problems in the central and heritage districts than in the outer transport hubs late at night. During summer the greater risk is heat or rain rather than crime — plan accordingly and carry water.",en-IN,75,KV Place Guide / Singapore / safety,emb_place_d6220791,,2026-08-18T10:00:00+05:30
kbc_ef6e9f2a,cty_905fd8a1,,seasonal,Singapore — Seasonal,"Season matters more in Singapore than most travellers expect. summer brings the conditions most people come for, and the corresponding crowds and prices. The shoulder weeks either side are noticeably cheaper, with weather that is usually still workable. The off season is not empty — several of the best festivals fall in it — but some outlying sites reduce their hours.",en-IN,79,KV Place Guide / Singapore / seasonal,emb_place_ef6e9f2a,summer,2026-08-18T10:00:00+05:30
kbc_2fee3979,cty_905fd8a1,,practical,Singapore — Practical,"Practical notes for Singapore: ATMs are common in the centre and sparse near the outlying sites, so carry some cash. Most mid-range hotels will hold luggage after checkout without charging. Mobile coverage is good in the city and patchy in the hills nearby. Sunday closures affect government museums more than private ones. Allow more time than the map suggests during festival weeks.",en-IN,80,KV Place Guide / Singapore / practical,emb_place_2fee3979,,2026-08-18T10:00:00+05:30
kbc_491d800b,cty_a5f16904,,history,Bangkok — History,"Bangkok grew up around a temple tank, and the shape of the old town still follows it. The medieval period brought the walls and the gate names that survive on street signs today; the twentieth century brought the railway, which moved the commercial centre about two kilometres from where it had sat for four hundred years. Visitors who only see the modern centre often miss that the older quarter is walkable in an afternoon and considerably more interesting.",en-IN,101,KV Place Guide / Bangkok / history,emb_place_491d800b,,2026-08-18T10:00:00+05:30
kbc_b2747e0a,cty_a5f16904,,culture,Bangkok — Culture,"Daily rhythm in Bangkok is worth understanding before you plan a day. Mornings start early — markets are busiest before nine — and the middle of the day slows noticeably, particularly in winter. Evenings are social: the a royal hunting reserve fills up after seven and stays busy until quite late. Music and performance are common in public spaces during festival months rather than year-round.",en-IN,84,KV Place Guide / Bangkok / culture,emb_place_b2747e0a,,2026-08-18T10:00:00+05:30
kbc_c9330271,cty_a5f16904,,etiquette,Bangkok — Etiquette,"A few things save awkwardness in Bangkok. Remove footwear at religious sites, and carry socks if the stone is hot. Photography of people, especially at prayer, is best asked about first; a gesture toward the camera is usually enough. Bargaining is expected in the bazaars and not in shops with printed prices. Tipping is modest but appreciated — rounding up is normal, twenty per cent is not.",en-IN,87,KV Place Guide / Bangkok / etiquette,emb_place_c9330271,,2026-08-18T10:00:00+05:30
kbc_926f0d95,cty_a5f16904,,food,Bangkok — Food,"The local kitchen in Bangkok is built around millet and chilli, and it is worth eating where the turnover is high rather than where the menu is longest. Vegetarian food is easy to find; strict Jain preparation is available at a smaller number of places and usually needs asking for. Street food is safest mid-morning and early evening when it is freshly made. Tap water is not recommended; sealed bottles and filtered refills are widely available.",en-IN,98,KV Place Guide / Bangkok / food,emb_place_926f0d95,,2026-08-18T10:00:00+05:30
kbc_a97a39df,cty_a5f16904,,transport,Bangkok — Transport,"Getting around Bangkok is straightforward if you pick the right mode for the distance. Auto-rickshaws work well under three kilometres and should be metered or agreed in advance. App-based cabs are reliable in the newer parts of the city and less so in the old lanes, where drivers will often ask you to walk the last stretch. Cycling is pleasant early; less so after nine.",en-IN,84,KV Place Guide / Bangkok / transport,emb_place_a97a39df,,2026-08-18T10:00:00+05:30
kbc_ae71821d,cty_a5f16904,,safety,Bangkok — Safety,"Bangkok is generally comfortable for travellers, with the usual caveats. Crowded market areas attract pickpocketing, so keep bags in front. Lone travellers report fewer problems in the central and heritage districts than in the outer transport hubs late at night. During winter the greater risk is heat or rain rather than crime — plan accordingly and carry water.",en-IN,75,KV Place Guide / Bangkok / safety,emb_place_ae71821d,,2026-08-18T10:00:00+05:30
kbc_bc7db637,cty_a5f16904,,seasonal,Bangkok — Seasonal,"Season matters more in Bangkok than most travellers expect. winter brings the conditions most people come for, and the corresponding crowds and prices. The shoulder weeks either side are noticeably cheaper, with weather that is usually still workable. The off season is not empty — several of the best festivals fall in it — but some outlying sites reduce their hours.",en-IN,79,KV Place Guide / Bangkok / seasonal,emb_place_bc7db637,winter,2026-08-18T10:00:00+05:30
kbc_5cf58d26,cty_a5f16904,,practical,Bangkok — Practical,"Practical notes for Bangkok: ATMs are common in the centre and sparse near the outlying sites, so carry some cash. Most mid-range hotels will hold luggage after checkout without charging. Mobile coverage is good in the city and patchy in the hills nearby. Sunday closures affect government museums more than private ones. Allow more time than the map suggests during festival weeks.",en-IN,80,KV Place Guide / Bangkok / practical,emb_place_5cf58d26,,2026-08-18T10:00:00+05:30
kbc_5c02ff48,cty_c9f34ba7,,history,Kuala Lumpur — History,"Kuala Lumpur grew up around a rail junction, and the shape of the old town still follows it. The Maratha period brought the walls and the gate names that survive on street signs today; the twentieth century brought the railway, which moved the commercial centre about two kilometres from where it had sat for four hundred years. Visitors who only see the modern centre often miss that the older quarter is walkable in an afternoon and considerably more interesting.",en-IN,102,KV Place Guide / Kuala Lumpur / history,emb_place_5c02ff48,,2026-08-18T10:00:00+05:30
kbc_5e787ec2,cty_c9f34ba7,,culture,Kuala Lumpur — Culture,"Daily rhythm in Kuala Lumpur is worth understanding before you plan a day. Mornings start early — markets are busiest before nine — and the middle of the day slows noticeably, particularly in summer. Evenings are social: the a natural harbour fills up after seven and stays busy until quite late. Music and performance are common in public spaces during festival months rather than year-round.",en-IN,84,KV Place Guide / Kuala Lumpur / culture,emb_place_5e787ec2,,2026-08-18T10:00:00+05:30
kbc_bfb014ab,cty_c9f34ba7,,etiquette,Kuala Lumpur — Etiquette,"A few things save awkwardness in Kuala Lumpur. Remove footwear at religious sites, and carry socks if the stone is hot. Photography of people, especially at prayer, is best asked about first; a gesture toward the camera is usually enough. Bargaining is expected in the bazaars and not in shops with printed prices. Tipping is modest but appreciated — rounding up is normal, twenty per cent is not.",en-IN,88,KV Place Guide / Kuala Lumpur / etiquette,emb_place_bfb014ab,,2026-08-18T10:00:00+05:30
kbc_e494a9c0,cty_c9f34ba7,,food,Kuala Lumpur — Food,"The local kitchen in Kuala Lumpur is built around fish and tamarind, and it is worth eating where the turnover is high rather than where the menu is longest. Vegetarian food is easy to find; strict Jain preparation is available at a smaller number of places and usually needs asking for. Street food is safest mid-morning and early evening when it is freshly made. Tap water is not recommended; sealed bottles and filtered refills are widely available.",en-IN,100,KV Place Guide / Kuala Lumpur / food,emb_place_e494a9c0,,2026-08-18T10:00:00+05:30
kbc_5e59ac55,cty_c9f34ba7,,transport,Kuala Lumpur — Transport,"Getting around Kuala Lumpur is straightforward if you pick the right mode for the distance. Auto-rickshaws work well under three kilometres and should be metered or agreed in advance. App-based cabs are reliable in the newer parts of the city and less so in the old lanes, where drivers will often ask you to walk the last stretch. Cycling is pleasant early; less so after nine.",en-IN,85,KV Place Guide / Kuala Lumpur / transport,emb_place_5e59ac55,,2026-08-18T10:00:00+05:30
kbc_ea7a57a5,cty_c9f34ba7,,safety,Kuala Lumpur — Safety,"Kuala Lumpur is generally comfortable for travellers, with the usual caveats. Crowded market areas attract pickpocketing, so keep bags in front. Lone travellers report fewer problems in the central and heritage districts than in the outer transport hubs late at night. During summer the greater risk is heat or rain rather than crime — plan accordingly and carry water.",en-IN,76,KV Place Guide / Kuala Lumpur / safety,emb_place_ea7a57a5,,2026-08-18T10:00:00+05:30
kbc_6894c5aa,cty_c9f34ba7,,seasonal,Kuala Lumpur — Seasonal,"Season matters more in Kuala Lumpur than most travellers expect. summer brings the conditions most people come for, and the corresponding crowds and prices. The shoulder weeks either side are noticeably cheaper, with weather that is usually still workable. The off season is not empty — several of the best festivals fall in it — but some outlying sites reduce their hours.",en-IN,80,KV Place Guide / Kuala Lumpur / seasonal,emb_place_6894c5aa,summer,2026-08-18T10:00:00+05:30
kbc_10367a7e,cty_c9f34ba7,,practical,Kuala Lumpur — Practical,"Practical notes for Kuala Lumpur: ATMs are common in the centre and sparse near the outlying sites, so carry some cash. Most mid-range hotels will hold luggage after checkout without charging. Mobile coverage is good in the city and patchy in the hills nearby. Sunday closures affect government museums more than private ones. Allow more time than the map suggests during festival weeks.",en-IN,81,KV Place Guide / Kuala Lumpur / practical,emb_place_10367a7e,,2026-08-18T10:00:00+05:30
kbc_32a31bbb,cty_36afaa5c,,history,Bali — History,"Bali grew up around a rail junction, and the shape of the old town still follows it. The early modern period brought the walls and the gate names that survive on street signs today; the twentieth century brought the railway, which moved the commercial centre about two kilometres from where it had sat for four hundred years. Visitors who only see the modern centre often miss that the older quarter is walkable in an afternoon and considerably more interesting.",en-IN,102,KV Place Guide / Bali / history,emb_place_32a31bbb,,2026-08-18T10:00:00+05:30
kbc_5d80ad96,cty_36afaa5c,,culture,Bali — Culture,"Daily rhythm in Bali is worth understanding before you plan a day. Mornings start early — markets are busiest before nine — and the middle of the day slows noticeably, particularly in summer. Evenings are social: the a temple tank fills up after seven and stays busy until quite late. Music and performance are common in public spaces during festival months rather than year-round.",en-IN,83,KV Place Guide / Bali / culture,emb_place_5d80ad96,,2026-08-18T10:00:00+05:30
kbc_f1d44d21,cty_36afaa5c,,etiquette,Bali — Etiquette,"A few things save awkwardness in Bali. Remove footwear at religious sites, and carry socks if the stone is hot. Photography of people, especially at prayer, is best asked about first; a gesture toward the camera is usually enough. Bargaining is expected in the bazaars and not in shops with printed prices. Tipping is modest but appreciated — rounding up is normal, twenty per cent is not.",en-IN,87,KV Place Guide / Bali / etiquette,emb_place_f1d44d21,,2026-08-18T10:00:00+05:30
kbc_df8dccc0,cty_36afaa5c,,food,Bali — Food,"The local kitchen in Bali is built around fermented batters, and it is worth eating where the turnover is high rather than where the menu is longest. Vegetarian food is easy to find; strict Jain preparation is available at a smaller number of places and usually needs asking for. Street food is safest mid-morning and early evening when it is freshly made. Tap water is not recommended; sealed bottles and filtered refills are widely available.",en-IN,97,KV Place Guide / Bali / food,emb_place_df8dccc0,,2026-08-18T10:00:00+05:30
kbc_537b3960,cty_36afaa5c,,transport,Bali — Transport,"Getting around Bali is straightforward if you pick the right mode for the distance. Auto-rickshaws work well under three kilometres and should be metered or agreed in advance. App-based cabs are reliable in the newer parts of the city and less so in the old lanes, where drivers will often ask you to walk the last stretch. Cycling is pleasant early; less so after nine.",en-IN,84,KV Place Guide / Bali / transport,emb_place_537b3960,,2026-08-18T10:00:00+05:30
kbc_f7d4c795,cty_36afaa5c,,safety,Bali — Safety,"Bali is generally comfortable for travellers, with the usual caveats. Crowded market areas attract pickpocketing, so keep bags in front. Lone travellers report fewer problems in the central and heritage districts than in the outer transport hubs late at night. During summer the greater risk is heat or rain rather than crime — plan accordingly and carry water.",en-IN,75,KV Place Guide / Bali / safety,emb_place_f7d4c795,,2026-08-18T10:00:00+05:30
kbc_e1933adf,cty_36afaa5c,,seasonal,Bali — Seasonal,"Season matters more in Bali than most travellers expect. summer brings the conditions most people come for, and the corresponding crowds and prices. The shoulder weeks either side are noticeably cheaper, with weather that is usually still workable. The off season is not empty — several of the best festivals fall in it — but some outlying sites reduce their hours.",en-IN,79,KV Place Guide / Bali / seasonal,emb_place_e1933adf,summer,2026-08-18T10:00:00+05:30
kbc_2dd23dee,cty_36afaa5c,,practical,Bali — Practical,"Practical notes for Bali: ATMs are common in the centre and sparse near the outlying sites, so carry some cash. Most mid-range hotels will hold luggage after checkout without charging. Mobile coverage is good in the city and patchy in the hills nearby. Sunday closures affect government museums more than private ones. Allow more time than the map suggests during festival weeks.",en-IN,80,KV Place Guide / Bali / practical,emb_place_2dd23dee,,2026-08-18T10:00:00+05:30
kbc_d2b64ebe,cty_51a149b7,,history,Kyoto — History,"Kyoto grew up around a river crossing, and the shape of the old town still follows it. The colonial period brought the walls and the gate names that survive on street signs today; the twentieth century brought the railway, which moved the commercial centre about two kilometres from where it had sat for four hundred years. Visitors who only see the modern centre often miss that the older quarter is walkable in an afternoon and considerably more interesting.",en-IN,101,KV Place Guide / Kyoto / history,emb_place_d2b64ebe,,2026-08-18T10:00:00+05:30
kbc_2ae6ac36,cty_51a149b7,,culture,Kyoto — Culture,"Daily rhythm in Kyoto is worth understanding before you plan a day. Mornings start early — markets are busiest before nine — and the middle of the day slows noticeably, particularly in spring. Evenings are social: the a temple tank fills up after seven and stays busy until quite late. Music and performance are common in public spaces during festival months rather than year-round.",en-IN,83,KV Place Guide / Kyoto / culture,emb_place_2ae6ac36,,2026-08-18T10:00:00+05:30
kbc_d00fd482,cty_51a149b7,,etiquette,Kyoto — Etiquette,"A few things save awkwardness in Kyoto. Remove footwear at religious sites, and carry socks if the stone is hot. Photography of people, especially at prayer, is best asked about first; a gesture toward the camera is usually enough. Bargaining is expected in the bazaars and not in shops with printed prices. Tipping is modest but appreciated — rounding up is normal, twenty per cent is not.",en-IN,87,KV Place Guide / Kyoto / etiquette,emb_place_d00fd482,,2026-08-18T10:00:00+05:30
kbc_05c96ef6,cty_51a149b7,,food,Kyoto — Food,"The local kitchen in Kyoto is built around lentils and ghee, and it is worth eating where the turnover is high rather than where the menu is longest. Vegetarian food is easy to find; strict Jain preparation is available at a smaller number of places and usually needs asking for. Street food is safest mid-morning and early evening when it is freshly made. Tap water is not recommended; sealed bottles and filtered refills are widely available.",en-IN,98,KV Place Guide / Kyoto / food,emb_place_05c96ef6,,2026-08-18T10:00:00+05:30
kbc_1386bd42,cty_51a149b7,,transport,Kyoto — Transport,"Getting around Kyoto is straightforward if you pick the right mode for the distance. Auto-rickshaws work well under three kilometres and should be metered or agreed in advance. App-based cabs are reliable in the newer parts of the city and less so in the old lanes, where drivers will often ask you to walk the last stretch. Cycling is pleasant early; less so after nine.",en-IN,84,KV Place Guide / Kyoto / transport,emb_place_1386bd42,,2026-08-18T10:00:00+05:30
kbc_1ab6fe2b,cty_51a149b7,,safety,Kyoto — Safety,"Kyoto is generally comfortable for travellers, with the usual caveats. Crowded market areas attract pickpocketing, so keep bags in front. Lone travellers report fewer problems in the central and heritage districts than in the outer transport hubs late at night. During spring the greater risk is heat or rain rather than crime — plan accordingly and carry water.",en-IN,75,KV Place Guide / Kyoto / safety,emb_place_1ab6fe2b,,2026-08-18T10:00:00+05:30
kbc_aee00c17,cty_51a149b7,,seasonal,Kyoto — Seasonal,"Season matters more in Kyoto than most travellers expect. spring brings the conditions most people come for, and the corresponding crowds and prices. The shoulder weeks either side are noticeably cheaper, with weather that is usually still workable. The off season is not empty — several of the best festivals fall in it — but some outlying sites reduce their hours.",en-IN,79,KV Place Guide / Kyoto / seasonal,emb_place_aee00c17,spring,2026-08-18T10:00:00+05:30
kbc_092ca349,cty_51a149b7,,practical,Kyoto — Practical,"Practical notes for Kyoto: ATMs are common in the centre and sparse near the outlying sites, so carry some cash. Most mid-range hotels will hold luggage after checkout without charging. Mobile coverage is good in the city and patchy in the hills nearby. Sunday closures affect government museums more than private ones. Allow more time than the map suggests during festival weeks.",en-IN,80,KV Place Guide / Kyoto / practical,emb_place_092ca349,,2026-08-18T10:00:00+05:30
kbc_ddeb2f31,cty_0b7f5985,,history,Zurich — History,"Zurich grew up around a caravan route, and the shape of the old town still follows it. The Mughal period brought the walls and the gate names that survive on street signs today; the twentieth century brought the railway, which moved the commercial centre about two kilometres from where it had sat for four hundred years. Visitors who only see the modern centre often miss that the older quarter is walkable in an afternoon and considerably more interesting.",en-IN,101,KV Place Guide / Zurich / history,emb_place_ddeb2f31,,2026-08-18T10:00:00+05:30
kbc_28524017,cty_0b7f5985,,culture,Zurich — Culture,"Daily rhythm in Zurich is worth understanding before you plan a day. Mornings start early — markets are busiest before nine — and the middle of the day slows noticeably, particularly in summer. Evenings are social: the a fortified hill fills up after seven and stays busy until quite late. Music and performance are common in public spaces during festival months rather than year-round.",en-IN,83,KV Place Guide / Zurich / culture,emb_place_28524017,,2026-08-18T10:00:00+05:30
kbc_073234ab,cty_0b7f5985,,etiquette,Zurich — Etiquette,"A few things save awkwardness in Zurich. Remove footwear at religious sites, and carry socks if the stone is hot. Photography of people, especially at prayer, is best asked about first; a gesture toward the camera is usually enough. Bargaining is expected in the bazaars and not in shops with printed prices. Tipping is modest but appreciated — rounding up is normal, twenty per cent is not.",en-IN,87,KV Place Guide / Zurich / etiquette,emb_place_073234ab,,2026-08-18T10:00:00+05:30
kbc_d9b8dd71,cty_0b7f5985,,food,Zurich — Food,"The local kitchen in Zurich is built around fish and tamarind, and it is worth eating where the turnover is high rather than where the menu is longest. Vegetarian food is easy to find; strict Jain preparation is available at a smaller number of places and usually needs asking for. Street food is safest mid-morning and early evening when it is freshly made. Tap water is not recommended; sealed bottles and filtered refills are widely available.",en-IN,98,KV Place Guide / Zurich / food,emb_place_d9b8dd71,,2026-08-18T10:00:00+05:30
kbc_b50f6182,cty_0b7f5985,,transport,Zurich — Transport,"Getting around Zurich is straightforward if you pick the right mode for the distance. Auto-rickshaws work well under three kilometres and should be metered or agreed in advance. App-based cabs are reliable in the newer parts of the city and less so in the old lanes, where drivers will often ask you to walk the last stretch. Cycling is pleasant early; less so after nine.",en-IN,84,KV Place Guide / Zurich / transport,emb_place_b50f6182,,2026-08-18T10:00:00+05:30
kbc_224a33ad,cty_0b7f5985,,safety,Zurich — Safety,"Zurich is generally comfortable for travellers, with the usual caveats. Crowded market areas attract pickpocketing, so keep bags in front. Lone travellers report fewer problems in the central and heritage districts than in the outer transport hubs late at night. During summer the greater risk is heat or rain rather than crime — plan accordingly and carry water.",en-IN,75,KV Place Guide / Zurich / safety,emb_place_224a33ad,,2026-08-18T10:00:00+05:30
